genre,size,price,rating,review_count,downloads
2,49,0,4.5,947709,3
2,34,0,4.4,1634948,3
2,2.1,0,4.3,409343,3
2,24,0,4.2,224176,3
2,14,0,4,619528,3
2,4.3,0,4.1,131536,3
2,32,0,3.9,239742,3
2,12,0,3.6,89818,3
2,2.8,0,3.8,87350,3
2,6.8,0,4.6,151953,3
2,65,0,4.4,371058,3
2,27,0,4.3,249638,3
2,42,0,3.9,206184,3
2,3.4,0,3.7,107305,3
2,25,0,4.3,414479,3
2,2.4,0,3.8,93979,3
2,36,0,4.2,184116,3
2,53,0,4.3,252319,3
2,33,0,4.2,136161,3
2,1.4,0,3.8,92762,3
2,9.2,0,4.2,333206,3
2,17,0,3.9,244820,3
2,50,0,4.2,500573,3
2,47,0,4.2,274234,3
2,15,0,4.4,371102,3
2,1.4,0,3.6,31546,3
2,11,0,4,362228,3
2,97,0,4.1,513533,3
2,9.9,0,4.4,173062,3
2,12,0,4.3,296478,3
2,17,0,4.3,770625,3
2,35,0,4.5,887937,3
2,10,0,3.7,264111,3
2,36,0,4.1,671182,3
2,43,0,4.3,3343519,3
2,43,0,4.2,574847,3
2,2.9,0,3.8,667115,3
2,27,0,4.3,106951,3
2,91,0,3.8,281432,3
2,82,0,4,151108,3
2,4.4,0,4.2,69259,3
2,18,0,3.9,83573,3
2,4.8,0,4.1,133103,3
2,46,0,4.6,2904352,3
2,19,0,4.1,183521,3
2,42,0,4.5,466552,3
2,195,0,4,355842,3
2,62,0,4.2,644256,3
2,20,0,3.4,255851,3
2,65,0,3.9,338305,3
2,12,0,3.8,103655,3
2,7.2,0,4.1,87082,3
2,37,0,4.7,625568,3
2,17,0,4,240681,3
2,4,0,3.3,78775,3
2,12,0,4.1,134716,3
2,25,0,4.5,528142,3
2,31,0,4.1,488553,3
2,6.7,0,4.4,648786,3
2,2.3,0,3.2,126833,3
2,8.2,0,4.2,311764,3
2,3.6,0,4.3,254118,3
2,146,0,4.2,371439,3
2,50,0,4.4,222428,3
2,12,0,3.8,90551,3
2,77,0,3.9,357577,3
2,63,0,4.2,344968,3
2,43,0,3.3,39830,3
2,4.8,0,4,188950,3
2,10,0,4.5,140706,3
2,47,0,4,186498,3
2,33,0,4.2,604793,3
2,13,0,4.1,279374,3
2,7.4,0,3.9,189743,3
2,23,0,3.5,252301,3
2,5,0,3.9,80322,3
2,3.8,0,3.7,193351,3
2,4.6,0,3.9,314230,3
2,46,0,3.6,79300,3
2,12,0,3.9,88777,3
2,31,0,4.4,186860,3
2,40,0,4.3,209505,3
2,47,0,4.4,1137941,3
2,4.5,0,4.2,356652,3
2,24,0,4,343778,3
2,9.1,0,4.4,300550,3
2,30,0,4.2,372828,3
2,21,0,4.1,770810,3
2,32,0,4.2,703489,3
2,25,0,4.4,554536,3
2,23,0,4,249407,3
2,65,0,4.1,314866,3
3,11,0,4.1,135744,3
3,8.6,0,3.9,165016,3
3,11,0,4.4,114018,3
3,6.9,0,4,231481,3
3,38,0,4.2,248688,3
3,8.4,0,4.4,263177,3
3,34,0,4.1,1515865,3
3,6.8,0,4.3,146966,3
3,5,0,3.9,125588,3
3,2.6,0,4.1,63720,3
3,24,0,4.1,105523,3
4,94,0,4,189086,3
4,53,0,4.4,435358,3
4,47,0,4.2,493424,3
5,16,0,4.3,1297630,3
5,24,0,4.3,239107,3
5,4.6,0,4.4,236712,3
5,45,0,4.2,127713,3
5,235,0,4.1,273276,3
5,51,0,4.4,794322,3
5,28,0,4.3,788809,3
5,10,0,4,1054183,3
5,3.1,0,4.2,92370,3
5,8.4,0,4.2,197681,3
5,45,0,4.4,322525,3
6,22,0,4.6,262858,3
6,8.5,0,4.3,273918,3
6,91,0,4.3,141478,3
6,20,0,4.4,799512,3
6,29,0,4.4,230692,3
6,19,0,4.5,369941,3
6,22,0,4.4,341454,3
6,19,0,4.1,215762,3
6,51,0,4.2,406385,3
6,27,0,4.4,487077,3
6,33,0,4.3,491808,3
7,28,0,3.6,287807,3
7,6.3,0,3.9,58154,3
7,93,0,4.5,1295562,3
7,57,0,4.3,1065198,3
7,46,0,4.3,2305781,3
7,8.6,0,4.2,762657,3
7,5.7,0,4.5,735854,3
7,48,0,4.3,3167408,3
7,638,0,4.4,3495216,3
7,638,0,4.3,2041669,3
7,4,0,3.5,167070,3
7,8.5,0,4.3,926274,3
7,6.9,0,3.7,387087,3
7,26,0,4.1,305515,3
7,18,0,4.2,227526,3
7,22,0,4.2,1059175,3
7,26,0,3.8,83432,3
7,14,0,3.8,76537,3
7,14,0,3.9,46204,3
7,21,0,3.8,270823,3
7,10,0,3.7,162851,3
7,17,0,3.5,84123,3
7,34,0,3.8,353810,3
7,25,0,3.8,48149,3
7,35,0,3.7,65252,3
7,12,0,3.9,239867,3
7,26,0,3.9,112703,3
7,11,0,3.8,112568,3
7,28,0,3.8,140785,3
7,25,0,3.7,103070,3
7,35,0,4.3,451813,3
7,17,0,4.2,512769,3
7,20,0,4,120675,3
7,30,0,4.1,399267,3
7,28,0,3.6,287842,3
7,47,0,4.2,1747108,3
7,57,0,4.3,1065572,3
7,271,0,4.1,477428,3
7,36,0,3.7,147349,3
7,36,0,3.8,135738,3
7,30,0,3.9,109490,3
7,11,0,4.1,414962,3
7,12,0,4.3,527830,3
7,44,0,4.1,1201183,3
7,94,0,4.5,1128040,3
7,4.1,0,3.9,235501,3
7,11,0,4.3,950622,3
7,76,0,4.5,1104870,3
7,6.3,0,3.9,58178,3
7,2,0,4.1,327669,3
7,26,0,4.4,239722,3
7,81,0,4.2,231552,3
7,11,0,3.8,37605,3
7,3.3,0,3.7,231532,3
7,2.1,0,3,139440,3
7,5.4,0,4.2,72367,3
7,40,0,4.2,652767,3
7,22,0,4,472645,3
7,5.8,0,4,336044,3
7,20,0,3.5,106899,3
7,2.3,0,4,180898,3
7,7.3,0,4.4,306999,3
7,35,0,4,237627,3
7,1.8,0,3.8,66251,3
7,6.9,0,4.5,212358,3
7,48,0,4.3,562456,3
7,15,0,3.9,65082,3
7,31,0,4.5,770186,3
7,20,0,4.2,421446,3
7,37,0,4.3,400189,3
7,19,0,4.2,304200,3
7,35,0,3.8,127977,3
7,16,0,3.7,184206,3
7,29,0,3.8,157343,3
7,11,0,3.7,47263,3
7,30,0,3.4,80632,3
7,19,0,4.3,384176,3
7,45,0,4.1,136294,3
7,43,0,4.2,407176,3
7,33,0,4,102775,3
7,3.7,0,4.5,169676,3
7,12,0,4.3,233263,3
7,27,0,3.6,162177,3
7,12,0,3.8,75393,3
7,21,0,3.9,78554,3
7,32,0,3.7,170968,3
7,6.1,0,4.5,209383,3
7,39,0,4.3,1003882,3
7,39,0,4.1,184206,3
7,14,0,3.7,90775,3
7,638,0,4.3,406013,3
7,17,0,3.6,140105,3
7,13,0,3.9,98145,3
7,28,0,3.6,91204,3
7,30,0,4.5,632362,3
7,33,0,3.9,237992,3
7,9.9,0,3.8,65897,3
7,16,0,4.4,507573,3
7,93,0,4.5,1297321,3
7,5,0,3.7,95013,3
7,33,0,3.7,82790,3
7,2.2,0,3.4,111876,3
7,28,0,4,244428,3
7,5.3,0,4.1,133486,3
7,5.1,0,4.3,90034,3
7,6.3,0,4.1,82139,3
7,8.9,0,4,424009,3
7,48,0,3.9,440271,3
7,44,0,3.6,410630,3
7,16,0,4.2,1015072,3
7,18,0,4.2,450331,3
7,12,0,3.6,208726,3
7,97,0,4.5,468379,3
7,13,0,4.5,292412,3
7,25,0,3.8,207255,3
7,9,0,3.9,195062,3
7,12,0,3.6,86254,3
7,26,0,4.1,187308,3
8,2.3,0,3.8,1548955,3
8,113,0,3.9,188602,3
8,96,0,4.3,1987742,3
8,59,0,3.7,187599,3
8,79,0,4,85521,3
9,35,0,3.5,60830,3
9,94,0,4.3,606581,3
9,45,0,3.9,153441,3
9,12,0,3.6,127344,3
10,47,0,4.2,461726,3
10,17,0,4.1,162121,3
10,25,0,3.9,124106,3
10,28,0,4.5,394831,3
10,16,0,4.1,680982,3
10,14,0,4.3,554234,3
10,6.4,0,3.9,89479,3
10,6.9,0,4.2,83704,3
10,31,0,3.9,206081,3
10,7.3,0,4.2,357701,3
10,27,0,3.6,487934,3
10,7.8,0,4.1,930928,3
11,62,0,4.4,238428,3
11,64,0,3.7,167293,3
12,35,0,3.8,193531,3
12,21,0,4.2,130190,3
12,20,0,4.2,87608,3
12,50,0,4.1,188487,3
12,24,0,4.3,333143,3
12,3.1,0,4.1,160311,3
12,2.4,0,4.3,753883,3
12,4.6,0,4.4,1371500,3
12,4.3,0,4.6,326348,3
12,50,0,4.2,262896,3
12,58,0,4.3,226457,3
12,59,0,4.3,953854,3
12,52,0,4.3,1943279,3
12,24,0,4.2,584550,3
12,1.9,0,4,547912,3
12,14,0,3.9,79856,3
12,59,0,4.3,534861,3
12,8.5,0,4.1,137409,3
12,21,0,4.1,105489,3
12,14,0,3.9,56930,3
12,2.8,0,4.1,38680,3
12,21,0,4.2,130200,3
12,8.5,0,4.2,186245,3
12,7.8,0,4,82356,3
12,52,0,4.6,455544,3
12,3.9,0,4.2,175171,3
12,62,0,4.3,523272,3
12,91,0,4.1,689910,3
12,17,0,4,113595,3
12,21,0,4,64612,3
12,49,0,4.3,709618,3
12,12,0,4,289525,3
12,50,0,4.1,188513,3
12,45,0,2.9,93127,3
12,5.2,0,4.4,673061,3
12,42,0,4.1,295510,3
12,19,0,4.1,116940,3
12,45,0,4.1,972646,3
12,23,0,4.5,866433,3
12,12,0,4.3,670810,3
12,51,0,4.2,334580,3
12,8.7,0,4.2,238433,3
12,40,0,4.2,1123665,3
12,34,0,4.2,408390,3
12,40,0,4.1,873411,3
12,38,0,3.9,253231,3
12,48,0,3.7,201311,3
12,4.6,0,3.6,65463,3
12,6.7,0,4.1,371933,3
12,12,0,4.5,111479,3
12,44,0,4.3,455243,3
12,33,0,4.4,2207574,3
12,41,0,4.3,622327,3
12,30,0,4.5,924434,3
12,11,0,4.4,1371541,3
12,4.6,0,4.1,234222,3
12,21,0,3.8,341832,3
12,4.3,0,4.6,326411,3
12,53,0,4.2,316398,3
12,44,0,4,281486,3
12,335,0,4.6,354957,3
12,35,0,3.8,193595,3
12,7.3,0,4.2,118440,3
12,13,0,4.1,131521,3
12,24,0,4.3,333535,3
12,2.2,0,4.1,218894,3
12,45,0,4.2,283889,3
12,29,0,4.2,480087,3
12,50,0,4.2,263099,3
12,27,0,4.1,422665,3
12,3.3,0,4.2,151152,3
12,35,0,4,278997,3
12,48,0,4.2,196826,3
12,3.3,0,4.2,167286,3
12,8.6,0,3.6,61280,3
12,1.7,0,4.3,150230,3
12,6,0,4.1,53727,3
12,63,0,4.4,190043,3
12,16,0,3.6,295959,3
12,11,0,4.3,243505,3
12,2.4,0,4.3,753928,3
12,23,0,4.4,182568,3
12,5,0,3.9,197730,3
12,20,0,4.2,87645,3
12,20,0,4,470422,3
12,8.2,0,4.2,204623,3
12,7,0,4.6,698807,3
12,35,0,4.3,226703,3
12,50,0,4.7,834038,3
12,4.2,0,4.1,125181,3
12,44,0,4.3,755924,3
12,44,0,4.2,454626,3
12,4.6,0,4.4,490833,3
12,35,0,4,171881,3
12,3.1,0,4.1,160356,3
12,5.9,0,4.3,383569,3
13,347,0,4.2,3240850,3
13,12,0,3.8,69828,3
13,12,0,4.2,819870,3
13,78,0,3.9,202376,3
13,8.1,0,4.2,684231,3
13,10,0,4.5,5441707,3
13,59,0,4.2,998350,3
13,24,0,4.1,1063555,3
13,347,0,4.2,3242319,3
13,428,0,4.4,2077566,3
13,24,0,4.2,820108,3
13,24,0,4.5,1691134,3
13,111,0,4.3,726485,3
13,49,0,4.2,90994,3
13,42,0,3.8,247580,3
13,25,0,4.4,435618,3
13,15,0,4,310833,3
13,14,0,4.2,139882,3
13,33,0,4.2,310642,3
13,44,0,3.4,233813,3
13,49,0,4.1,367667,3
13,15,0,3.8,176000,3
13,13,0,3.9,93941,3
13,90,0,4.3,665145,3
13,20,0,4.3,661421,3
13,4.5,0,3.8,82902,3
13,22,0,3.8,180027,3
13,78,0,3.9,202486,3
13,25,0,4.1,209002,3
13,47,0,4.2,522011,3
13,28,0,3.6,129437,3
13,28,0,3.9,229936,3
13,20,0,3.8,69068,3
13,20,0,3.8,69068,3
13,33,0,3.8,238198,3
13,46,0,4,201048,3
13,48,0,4.4,428378,3
13,627,0,4.4,700780,3
13,36,0,4.2,323847,3
13,49,0,4.1,302044,3
13,28,0,4.1,82508,3
13,53,0,4.7,2459119,3
13,46,0,4.2,348056,3
13,130,0,4,208944,3
13,115,0,4.3,409863,3
13,18,0,4.2,374962,3
13,27,0,4.5,1793960,3
13,48,0,4.2,370258,3
13,28,0,4.2,201520,3
13,33,0,4.5,433202,3
13,98,0,4.3,971950,3
13,6.1,0,4.1,154183,3
13,16,0,3.9,534133,3
13,12,0,3.9,137050,3
13,65,0,3.8,150919,3
13,32,0,4,144544,3
13,30,0,3.9,83600,3
13,30,0,3.9,394478,3
13,3.1,0,3.8,414888,3
13,17,0,4.2,69239,3
13,37,0,3.8,168815,3
13,14,0,4.1,640717,3
13,16,0,3.9,186724,3
13,28,0,3.7,101887,3
13,88,0,4.3,655447,3
13,11,0,3.9,211502,3
13,13,0,3.9,108617,3
13,36,0,4.3,242366,3
13,215,0,4.1,364383,3
13,25,0,4.2,101304,3
13,63,0,4,302624,3
13,6.6,0,4.3,556599,3
13,12,0,3.8,69846,3
13,23,0,3.8,80824,3
13,11,0,4,262685,3
13,12,0,4.2,91590,3
13,39,0,4,148153,3
13,52,0,4.2,265184,3
13,38,0,3.9,774678,3
13,93,0,4.3,309211,3
13,50,0,3.8,228569,3
13,105,0,4.6,631736,3
13,39,0,4.4,528110,3
13,77,0,4,254147,3
13,50,0,3.9,134787,3
13,169,0,4.5,470873,3
13,20,0,4,115124,3
13,20,0,4.4,643224,3
13,50,0,4.1,461739,3
14,49,0,4.3,500846,3
14,94,0,4.4,353929,3
14,13,0,4,243819,3
14,49,0,4.5,1117461,3
14,52,0,4.2,446120,3
14,49,0,4.3,500946,3
14,48,0,4.2,671653,3
14,54,0,4.4,588661,3
14,40,0,4.4,1531627,3
14,12,0,4.3,1466954,3
14,50,0,4.3,590283,3
14,76,0,4,438041,3
14,22,0,4.2,353653,3
14,58,0,4.5,1111947,3
14,94,0,4.4,354025,3
14,11,0,4.2,272076,3
14,42,0,4.2,268509,3
14,32,0,4.4,419295,3
15,27,0,3.7,182543,3
15,78,0,4.4,519919,3
15,23,0,4.2,3209862,3
15,24,0,4.5,3319941,3
15,39,0,4.2,993526,3
15,39,0,4.2,327493,3
15,13,0,3.3,307102,3
15,77,0,4.2,390241,3
15,17,0,3.8,143688,3
15,33,0,4,127251,3
15,18,0,4.1,157038,3
15,18,0,4.1,479523,3
15,5.8,0,4.4,1150589,3
15,30,0,3.8,129651,3
15,10,0,3.9,97717,3
15,23,0,4.2,722920,3
15,20,0,4.2,687717,3
15,70,0,4.2,523836,3
15,12,0,4.1,532853,3
15,47,0,4.5,2237163,3
15,78,0,4.4,520144,3
15,53,0,4.5,821549,3
15,32,0,4.1,636911,3
15,29,0,4.6,517115,3
15,54,0,4.3,694270,3
15,50,0,4,313109,3
15,49,0,4.5,659615,3
15,23,0,3.9,410281,3
15,42,0,4.2,257138,3
15,46,0,4.3,259405,3
15,36,0,3.8,149538,3
15,45,0,4,224569,3
15,27,0,3.7,182562,3
15,46,0,3.9,129196,3
15,44,0,4,153711,3
15,61,0,3.9,203331,3
15,14,0,3.9,88723,3
15,35,0,4.1,425203,3
15,67,0,4.6,969321,3
15,34,0,4.2,454517,3
15,36,0,3.9,386372,3
15,64,0,4.1,814999,3
15,48,0,4,535420,3
15,148,0,4.5,1321828,3
16,13,0,4.1,798197,3
16,13,0,4.1,798197,3
16,49,0,4.5,503976,3
16,37,0,4.3,1200725,3
16,37,0,4.3,1200725,3
16,18,0,4.2,521363,3
16,19,0,3.8,257903,3
16,127,0,4.5,3548956,3
16,49,0,4,341152,3
16,48,0,4,114856,3
16,69,0,4.3,280523,3
16,576,0,4.4,1161641,3
16,6.6,0,4.6,1328798,3
16,37,0,4.3,1201049,3
16,28,0,3.4,151403,3
16,5.1,0,3.4,74352,3
16,35,0,3.7,487686,3
16,61,0,4.4,2323970,3
16,28,0,3.7,179102,3
16,49,0,4.5,504159,3
16,35,0,4.1,139882,3
16,28,0,3.7,224686,3
16,4.6,0,3.7,39756,3
16,48,0,4.3,219405,3
16,159,0,4.5,984399,3
16,12,0,3.9,58770,3
16,5.2,0,4.4,528476,3
16,15,0,4,333652,3
16,13,0,4.1,798654,3
16,1.3,0,3.7,29333,3
16,17,0,4.3,668349,3
16,18,0,4.2,522094,3
16,38,0,4.5,980540,3
16,49,0,4.1,364732,3
16,11,0,3.9,90452,3
16,86,0,4.3,1247835,3
16,55,0,4.4,401466,3
16,27,0,4.4,498805,3
16,8.2,0,4.1,70704,3
16,9.3,0,4,266440,3
16,34,0,4.1,432438,3
16,17,0,4.1,228462,3
16,26,0,4.1,112215,3
16,19,0,3.8,257938,3
16,93,0,4.7,1151220,3
16,49,0,4.5,788765,3
16,11,0,4.2,138746,3
16,50,0,4.4,996123,3
16,33,0,4.5,1404755,3
16,39,0,4.4,1323400,3
16,109,0,4.2,397307,3
16,40,0,4.1,133179,3
16,3.2,0,4,77470,3
16,15,0,4.1,267589,3
16,7,0,4.2,398275,3
16,16,0,4.2,349963,3
16,26,0,4.2,264289,3
16,28,0,4.2,559953,3
16,24,0,4.1,432621,3
16,26,0,4.1,303885,3
16,60,0,4.4,571705,3
17,5.8,0,4.1,296514,3
17,6,0,4.2,736785,3
17,61,0,4.4,2105502,3
17,10,0,4.4,1030369,3
17,110,0,4.6,3809425,3
17,76,0,4.4,3989154,3
17,6,0,4.2,737343,3
17,52,0,4.2,1538255,3
17,10,0,3.9,1141746,3
17,95,0,4.6,1398095,3
17,16,0,4.4,338175,3
17,3.2,0,4.1,275110,3
17,38,0,4.3,758637,3
17,18,0,4.3,617425,3
17,44,0,4.2,958411,3
17,5.8,0,4.1,296915,3
17,50,0,4,220126,3
17,53,0,4.4,992244,3
17,32,0,4.4,301019,3
17,4.8,0,4,91499,3
17,59,0,4.3,247815,3
17,55,0,4.3,446314,3
17,63,0,4.4,729378,3
17,94,0,4.4,293341,3
17,47,0,4.1,237992,3
17,44,0,3.8,113117,3
17,43,0,4.2,422040,3
17,44,0,4.1,606259,3
17,24,0,4.4,422078,3
17,47,0,4.1,246612,3
18,48,0,4.6,1462702,3
18,19,0,4.3,1087662,3
18,21,0,4.2,384520,3
18,24,0,4.6,1466766,3
18,11,0,3.3,141467,3
18,11,0,4.1,188484,3
18,29,0,4.2,299729,3
18,37,0,4.4,583943,3
18,28,0,4.4,349774,3
19,2.3,0,4.1,255380,3
19,31,0,4.2,1009214,3
19,28,0,4.1,164721,3
19,21,0,4.5,465612,3
19,5.8,0,4.4,373129,3
19,35,0,4.3,1669381,3
19,5.8,0,3.8,86733,3
19,16,0,4.3,316374,3
0,20,0,4.3,174536,2
0,20,0,4.3,174536,2
0,32,0,3.6,12642,2
0,57,0,4.2,61839,2
0,14,0,4,40212,2
0,1.7,0,3.7,6805,2
0,24,0,3.8,27656,2
0,49,0,4.1,124270,2
0,33,0,3.9,14466,2
0,11,0,3.5,105745,2
0,36,0,4.1,132071,2
0,31,0,4.1,202482,2
0,32,0,3.6,14442,2
0,47,0,3.7,26210,2
0,38,0,3.5,41494,2
0,32,0,4.1,83099,2
0,55,0,3.7,14757,2
0,18,0,4.2,9976,2
0,20,0,4.2,59409,2
0,10,0,3.9,28350,2
0,35,0,4.3,75595,2
0,19,0,3.7,20221,2
0,44,0,4.1,27051,2
0,50,0,4,216816,2
0,3.9,0,4.3,57302,2
0,97,0,4.1,106483,2
0,144,0,4.5,181412,2
0,43,0,4.2,119274,2
0,36,0,3.5,48973,2
0,187,0,4.5,321128,2
0,235,0,4.6,386479,2
0,11,0,3.5,105842,2
0,615,0,4.5,366033,2
0,60,0,4.3,435597,2
0,28,0,4.1,108413,2
0,9.2,0,3.9,47852,2
0,31,0,3.8,43120,2
0,26,0,3.6,59815,2
0,19,0,3.7,47544,2
0,320,0,4.6,419963,2
0,30,0,3.9,86355,2
0,18,0,3.7,44919,2
0,32,0,4.3,155016,2
0,73,0,4.5,417478,2
0,24,0,3.7,40822,2
0,32,0,4.6,382968,2
0,147,0,3.8,248681,2
0,15,0,4.5,47041,2
0,18,0,4.2,66026,2
0,87,0,3.7,40219,2
0,37,0,3.8,179439,2
0,17,0,4.1,135303,2
0,33,0,4.3,387501,2
0,137,0,4.6,465878,2
0,51,0,4.4,165117,2
0,14,0,4.3,129433,2
0,45,0,4.2,193901,2
0,20,0,3.6,90106,2
0,177,0,3.9,132918,2
0,148,0,4.3,267344,2
0,31,0,4.1,202650,2
0,41,0,3.7,55459,2
0,50,0,4.4,380309,2
0,54,0,3.6,81047,2
0,99,0,4.1,243471,2
0,17,0,4.4,117675,2
0,50,0,4,83058,2
0,4.1,0,3.7,37932,2
0,2.3,0,4.5,67782,2
0,132,0,4.5,365816,2
0,36,0,3.8,126327,2
0,37,0,3.8,32937,2
0,38,0,4,216631,2
0,91,0,4.4,221718,2
0,42,0,4.3,437643,2
0,245,0,4.2,152440,2
0,26,0,4.5,254408,2
0,55,0,3.8,105345,2
0,49,0,3.5,89505,2
0,77,0,4.3,237510,2
0,21,0,4,126049,2
0,44,0,4,177907,2
